title,meta,headers,body,QueryNumber,map,p10,ndcg10,ndcg1000,bpref,rr
5,0,0,1,393,0.0020,0.1000,0.0734,0.0265,0.0180,0.1429
5,0,0,1,394,0.1305,0.8000,0.8512,0.3050,0.1720,1.0000
5,0,0,1,397,0.0328,0.0000,0.0000,0.3163,0.0343,0.0114
5,0,0,1,399,0.0699,0.5000,0.5022,0.3312,0.2719,1.0000
5,0,0,1,401,0.0457,0.3000,0.4690,0.2054,0.1045,1.0000
5,0,0,1,404,0.0371,0.5000,0.3593,0.1938,0.1512,1.0000
5,0,0,1,408,0.0350,0.1000,0.0694,0.1767,0.1350,0.5000
5,0,0,1,409,0.0407,0.6000,0.5242,0.1633,0.1216,1.0000
5,0,0,1,416,0.3186,0.7000,0.3863,0.5965,0.3955,1.0000
5,0,0,1,419,0.0192,0.1000,0.0694,0.2375,0.0381,0.1250
5,0,0,1,426,0.0021,0.0000,0.0000,0.0716,0.0629,0.0059
5,0,0,1,427,0.0249,0.4000,0.2641,0.1200,0.0779,0.3333
5,0,0,1,433,0.0181,0.0000,0.0000,0.1108,0.0988,0.0909
5,0,0,1,435,0.1762,0.3000,0.1185,0.4412,0.3798,0.2000
5,0,0,1,436,0.0899,0.8000,0.5831,0.2838,0.2238,1.0000
5,0,0,1,439,0.0222,0.0000,0.0000,0.2305,0.1453,0.0909
5,0,0,1,443,0.0747,0.5000,0.5872,0.3446,0.2568,1.0000
5,0,0,1,448,0.0016,0.0000,0.0000,0.0511,0.0227,0.0256
5,0,0,1,622,0.1157,0.6000,0.4783,0.2517,0.1730,0.5000
5,0,0,1,625,0.0108,0.1000,0.2201,0.1174,0.0157,1.0000
5,0,0,1,638,0.0033,0.0000,0.0000,0.0849,0.0902,0.0909
5,0,0,1,639,0.0555,0.4000,0.2587,0.1902,0.1786,1.0000
5,0,0,1,648,0.1873,0.9000,0.6764,0.4201,0.3130,1.0000
5,0,0,1,650,0.0079,0.0000,0.0000,0.1361,0.0000,0.0154
5,0,0,1,651,0.0075,0.1000,0.0694,0.1001,0.0522,0.1250
5,0,0,1,658,0.1124,0.2000,0.0868,0.4825,0.2721,0.3333
5,0,0,1,689,0.0358,0.2000,0.1737,0.1943,0.1327,0.3333
5,0,0,3,303,0.3577,0.4000,0.3195,0.7260,0.3898,0.2500
5,0,0,3,307,0.2303,0.8000,0.6224,0.4507,0.3761,1.0000
5,0,0,3,310,0.0139,0.1000,0.0405,0.1351,0.0509,0.1667
5,0,0,3,314,0.0007,0.0000,0.0000,0.0510,0.0002,0.0056
5,0,0,3,322,0.0003,0.0000,0.0000,0.0261,0.0000,0.0041
5,0,0,3,325,0.3689,0.1000,0.1335,0.7100,0.6742,1.0000
5,0,0,3,330,0.2259,0.6000,0.5711,0.6321,0.4462,1.0000
5,0,0,3,336,0.3082,0.7000,0.4970,0.5804,0.3401,1.0000
5,0,0,3,341,0.1291,0.1000,0.0501,0.3411,0.1695,0.1667
5,0,0,3,344,0.0678,0.6000,0.3088,0.2476,0.1593,1.0000
5,0,0,3,345,0.0019,0.0000,0.0000,0.0849,0.0000,0.0055
5,0,0,3,347,0.2026,0.4000,0.4421,0.5770,0.3369,1.0000
5,0,0,3,353,0.0507,0.2000,0.1091,0.2804,0.0816,0.1250
5,0,0,3,354,0.0981,0.5000,0.5622,0.3732,0.3587,1.0000
5,0,0,3,362,0.1235,0.9000,0.8898,0.3783,0.1936,1.0000
5,0,0,3,363,0.0630,0.4000,0.5135,0.2884,0.1248,1.0000
5,0,0,3,367,0.0753,0.4000,0.3693,0.4103,0.1210,0.5000
5,0,0,3,372,0.0377,0.0000,0.0000,0.3181,0.0733,0.0370
5,0,0,3,374,0.4903,0.5000,0.5339,0.8176,0.7308,1.0000
5,0,0,3,375,0.0975,0.1000,0.2201,0.4260,0.1484,1.0000
5,0,0,3,378,0.0848,0.1000,0.2201,0.3794,0.1461,1.0000
5,0,0,3,383,0.0139,0.0000,0.0000,0.1879,0.0319,0.0185
5,0,0,3,389,0.0151,0.1000,0.0424,0.1296,0.0927,0.1111
5,0,0,3,393,0.0191,0.1000,0.0694,0.1805,0.0620,0.1250
5,0,0,3,394,0.1558,0.8000,0.8512,0.3833,0.2622,1.0000
5,0,0,3,397,0.0442,0.1000,0.1389,0.3753,0.0312,0.5000
5,0,0,3,399,0.0754,0.5000,0.5310,0.3410,0.2747,1.0000
5,0,0,3,401,0.0509,0.3000,0.4690,0.2569,0.1090,1.0000
5,0,0,3,404,0.1135,0.4000,0.3174,0.3952,0.3268,1.0000
5,0,0,3,408,0.0695,0.1000,0.0694,0.3061,0.1509,0.5000
5,0,0,3,409,0.1270,0.4000,0.4140,0.5066,0.2722,1.0000
5,0,0,3,416,0.3803,0.7000,0.3863,0.7378,0.3969,1.0000
5,0,0,3,419,0.0448,0.2000,0.1732,0.2945,0.0934,0.2500
