schema alpha  QueryNum map p10 ndcg10 ndcg1000 bpref unjudged relString rr
topTuneBoost_Clef2015_alpha1 1 61 0.2513 0.3000 0.4102 0.6285 0.3018 1 '10102000-0' 1.0000
topTuneBoost_Clef2015_alpha1 1 63 0.6101 1.0000 0.7359 0.7681 0.7164 0 '1111111111' 1.0000
topTuneBoost_Clef2015_alpha1 1 64 0.1062 0.2000 0.0979 0.3812 0.3013 2 '0010000-1-' 0.3333
topTuneBoost_Clef2015_alpha1 1 65 0.0432 0.1000 0.0663 0.3068 0.0867 2 '00000--010' 0.1111
topTuneBoost_Clef2015_alpha1 1 66 0.3959 0.7000 0.6988 0.7442 0.8102 3 '221--222-2' 1.0000
topTuneBoost_Clef2015_alpha1 1 67 0.1145 0.2000 0.1058 0.4212 0.1441 0 '0011000000' 0.3333
topTuneBoost_Clef2015_alpha1 1 7 0.0006 0.0000 0.0000 0.0629 0.0000 2 '0-00000-00' 0.0012
topTuneBoost_Clef2015_alpha1 1 8 0.1161 0.0000 0.0000 0.4069 0.2092 2 '00000000--' 0.0385
topTuneBoost_Clef2015_alpha1 1 9 0.2852 0.4000 0.2513 0.6052 0.5984 2 '00022-11-0' 0.2500
topTuneBoost_Clef2015_alpha10 10 1 0.0000 0.0000 0.0000 0.0000 0.0000 9 '-----0----' 0.0000
topTuneBoost_Clef2015_alpha10 10 10 0.0000 0.0000 0.0000 0.0000 0.0000 4 '0--0-000-0' 0.0000
topTuneBoost_Clef2015_alpha10 10 11 0.1277 0.2000 0.3590 0.3105 0.1602 7 '11----0---' 1.0000
topTuneBoost_Clef2015_alpha10 10 12 0.0062 0.0000 0.0000 0.0941 0.0816 7 '-00--0----' 0.0435
topTuneBoost_Clef2015_alpha10 10 13 0.0006 0.0000 0.0000 0.0159 0.0358 4 '---000-000' 0.0090
topTuneBoost_Clef2015_alpha10 10 14 0.0433 0.2000 0.1418 0.1711 0.2325 6 '01---0-1--' 0.5000
topTuneBoost_Clef2015_alpha10 10 15 0.0998 0.6000 0.3197 0.4128 0.4900 0 '0000112122' 0.2000
topTuneBoost_Clef2015_alpha10 10 16 0.0000 0.0000 0.0000 0.0000 0.0000 9 '0---------' 0.0000
topTuneBoost_Clef2015_alpha10 10 17 0.0030 0.0000 0.0000 0.0688 0.0000 5 '0-0-000---' 0.0089
topTuneBoost_Clef2015_alpha10 10 18 0.0072 0.0000 0.0000 0.0671 0.0975 7 '00--0-----' 0.0213
topTuneBoost_Clef2015_alpha10 10 19 0.0155 0.0000 0.0000 0.1760 0.0833 10 '----------' 0.0303
topTuneBoost_Clef2015_alpha10 10 2 0.0032 0.0000 0.0000 0.0362 0.0651 9 '---------0' 0.0167
topTuneBoost_Clef2015_alpha10 10 20 0.0248 0.1000 0.0694 0.0820 0.1088 3 '01-0000-0-' 0.5000
topTuneBoost_Clef2015_alpha10 10 21 0.0203 0.0000 0.0000 0.1812 0.0828 4 '0-0--000-0' 0.0769
topTuneBoost_Clef2015_alpha10 10 22 0.0069 0.0000 0.0000 0.1316 0.0000 6 '00--0----0' 0.0093
topTuneBoost_Clef2015_alpha10 10 23 0.2550 0.9000 0.7306 0.4882 0.3811 0 '1221122022' 1.0000
topTuneBoost_Clef2015_alpha10 10 24 0.0164 0.1000 0.0474 0.0881 0.0494 5 '0-0100----' 0.2500
topTuneBoost_Clef2015_alpha10 10 25 0.0000 0.0000 0.0000 0.0000 0.0000 9 '-0--------' 0.0000
topTuneBoost_Clef2015_alpha10 10 26 0.0000 0.0000 0.0000 0.0000 0.0000 9 '-0--------' 0.0000
topTuneBoost_Clef2015_alpha10 10 27 0.0000 0.0000 0.0000 0.0000 0.0000 9 '-0--------' 0.0000
topTuneBoost_Clef2015_alpha10 10 28 0.1566 0.6000 0.6867 0.3986 0.2939 3 '110111-1--' 1.0000
topTuneBoost_Clef2015_alpha10 10 29 0.0153 0.2000 0.1679 0.1207 0.1403 8 '--11------' 0.3333
topTuneBoost_Clef2015_alpha10 10 3 0.0034 0.1000 0.0392 0.0427 0.0601 9 '-----1----' 0.1667
topTuneBoost_Clef2015_alpha10 10 30 0.0941 0.3000 0.4110 0.3821 0.3398 3 '21---00001' 1.0000
topTuneBoost_Clef2015_alpha10 10 31 0.0007 0.0000 0.0000 0.0435 0.0425 10 '----------' 0.0106
topTuneBoost_Clef2015_alpha10 10 32 0.0062 0.1000 0.0694 0.0646 0.0700 7 '-------100' 0.1250
topTuneBoost_Clef2015_alpha10 10 33 0.0144 0.4000 0.1564 0.0636 0.0551 4 '00---11-11' 0.1667
topTuneBoost_Clef2015_alpha10 10 34 0.2934 0.8000 0.4132 0.5190 0.5580 1 '11-1111110' 1.0000
topTuneBoost_Clef2015_alpha10 10 35 0.0064 0.0000 0.0000 0.1021 0.0789 7 '--000-----' 0.0588
topTuneBoost_Clef2015_alpha10 10 36 0.0002 0.0000 0.0000 0.0169 0.0000 4 '00--000--0' 0.0013
topTuneBoost_Clef2015_alpha10 10 37 0.1111 0.9000 0.5421 0.2326 0.1809 0 '1111111110' 1.0000
topTuneBoost_Clef2015_alpha10 10 38 0.1062 0.8000 0.4351 0.2088 0.1938 2 '11111111--' 1.0000
topTuneBoost_Clef2015_alpha10 10 39 0.0164 0.0000 0.0000 0.2073 0.3129 10 '----------' 0.0312
topTuneBoost_Clef2015_alpha10 10 4 0.0151 0.0000 0.0000 0.1029 0.0833 4 '00-0-000--' 0.0769
topTuneBoost_Clef2015_alpha10 10 40 0.0002 0.0000 0.0000 0.0198 0.0000 6 '--0000----' 0.0010
topTuneBoost_Clef2015_alpha10 10 41 0.0491 0.2000 0.1630 0.2553 0.3910 5 '10-0-01---' 1.0000
